No,Title,Maker,Catalog_No,Release_date,Genre,Proper_price,yomi_ja,PRG-ROM,CHR-ROM,MAP,Memory,Serial_number,Rarity,Memo
804,ランペルール,光栄,KOE-QV,1991/5/23,SLG,11800,らんぺるーる,256K,128K,5,yes,,,
805,テトラスター,タイトー,DTF-YE,1991/5/24,SHT,7400,てとらすたー,256K,256K,4,no,37,,
806,メタルマックス,データイースト,DFC-26,1991/5/24,RPG,7800,めたるまっくす,256K,256K,4,yes,,,
807,エジプト,ヒューマン,HUM-E9,1991/5/31,PZL,3800,えじぷと,32K,32K,3,no,,,
808,なんてったってベースボール 子ガメカセット’91開幕編,サンソフト,?,1991/5/31,SPT,2280,なんてったってべーすぼーる こがめかせっと’91かいまくへん,,,,no,,,
809,忍者龍剣伝Ⅲ ～黄泉の方舟～,テクモ,TCF-3N,1991/6/21,ACT,6200,にんじゃりゅうけんでんⅢ ～よみのはこぶね～,128K,128K,4,no,15,,
810,飛龍の拳スペシャル ファイティングウォーズ,カルチャーブレーン,CBF-4N,1991/6/21,ACT,6300,ひりゅうのこぶしすぺしゃる ふぁいてぃんぐうぉーず,128K,128K,1,no,,,
811,Advanced Dungeon&Dragons プールオブレイディアンス,ポニーキャニオン,R98V5938(PNF-QA),1991/6/28,RPG,9800,ぷーるおぶれいでぃあんす,512K,128K,4,no,,,
812,すごろクエスト ダイスの戦士たち,テクノスジャパン,TJC-Q7,1991/6/28,ETC,6500,すごろくえすと だいすのせんしたち,128K,128K,4,yes,,,
813,つっぱりウォーズ,サミー工業,SAC-7W,1991/6/28,ACT,6800,つっぱりうぉーず,128K,128K,1,yes,,,
814,ボンバーマンⅡ,ハドソン,HFC-2X,1991/6/28,ACT,5800,ぼんばーまんⅡ,128K,0K,1,no,,,
815,超人狼戦記ウォーウルフ,タカラ,TFC-W8,1991/6/28,ACT,6500,ちょうじんおおかみせんきうぉーうるふ,128K,128K,4,no,,,
816,新4人打ちマージャン 役満天国,任天堂,HVC-YT,1991/6/28,TAB,6300,しん4にんうちまーじゃん やくまんてんごく,256K,128K,5,no,,,
817,ベースボールファイター,バップ,VAP-V9(9509),1991/7/5,SPT,7800,べーすぼーるふぁいたー,256K,128K,4,no,,,
818,囲碁指南’91,ヘクト,HCT-9A/011,1991/7/5,TAB,6800,いごしなん’91,128K,32K,1,no,,,
819,JuJu伝説,タイトー,DTF-5J,1991/7/19,ACT,6800,じゅじゅでんせつ,128K,256K,4,no,38,,
820,キャッ党忍伝てやんでえ,テクモ,TCF-Y8,1991/7/19,ACT,6500,きゃっとうにんでんてやんでえ,128K,128K,4,no,,,
821,ダイハード,パックインビデオ,PAC-57,1991/7/19,ACT,6500,だいはーど,128K,128K,1,no,,,
822,パズニック,アイジーエス,IGS-??,1991/7/19,PZL,4900,ぱずにっく,32K,32K,3,no,,,
823,パチンコ大作戦1,ココナッツジャパン,CDS-81,1991/7/19,TAB,5900,ぱちんこだいさくせん1,128K,128K,1,yes,,,対[パチンコ]
824,ファミリーサーキット’91,ナムコ,-,1991/7/19,RAC,7800,ふぁみりーさーきっと’91,512K,128K,19,yes,,,
825,リトルマーメイド －人魚姫－,カプコン,CAP-3U,1991/7/19,ACT,5800,りとるまーめいど －にんぎょひめ－,128K,0K,2,no,,,
826,ダウンタウンスペシャル くにおくんの時代劇だよ全員集合！,テクノスジャパン,TJC-J6,1991/7/26,ACT,6500,だうんたうんすぺしゃる くにおくんのじだいげきだよぜんいんしゅうごう！,128K,128K,4,yes,,,
827,おたくの星座,M＆M,MAM-OQ,1991/7/31,RPG,6900,おたくのせいざ,256K,128K,4,yes,,,
828,SD刑事ブレイダー,タイトー,TFC-SKB-6400,1991/8/2,ACT,6400,えすでぃーけいじぶれいだー,128K,128K,82,yes,39,,
829,ロボッ子ウォーズ,アイジーエス,IGS-X9,1991/8/2,SHT,6900,ろぼっごうぉーず,256K,128K,4,no,,,
830,スーパースプリント,アルトロン,ALT-7C,1991/8/3,RAC,6500,すーぱーすぷりんと,64K,64K,4,no,,,
831,マイライフマイラブ ぼくの夢わたしの願い,バンプレスト,BAP-63,1991/8/3,ETC,9600,まいらいふまいらぶ ぼくのゆめわたしのねがい,256K,256K,4,yes,,,
832,アルマジロ,アイジーエス,IGS-9T,1991/8/9,ACT,6900,あるまじろ,256K,128K,118,no,,,
833,DE BLOCK(デブロック),アテナ,ATH-??,1991/8/9,PZL,4980,でぶろっく,32K,32K,3,no,,,
834,ドキ！ドキ！遊園地～クレイジーランド大作戦～,バップ,VAP-VO(9510),1991/8/9,ACT,5800,どき！どき！ゆうえんち～くれいじーらんどだいさくせん～,128K,128K,4,no,,,
835,ドラゴンウォーズ,ケムコ,KSC-Z9,1991/8/9,RPG,6800,どらごんうぉーず,256K,128K,4,yes,,,
836,百の世界の物語,アスク講談社,ASK-71,1991/8/9,RPG,6200,のせかいのものがたり,128K,128K,1,no,,B,
837,ドラゴンボールZⅡ 激神フリーザ！！,バンダイ,?,1991/8/10,RPG,8200,どらごんぼーるZⅡ げきかみふりーざ！！,256K,256K,16,yes,,,
838,A列車で行こう,ポニーキャニオン,R78V10005(???-??),1991/8/21,SLG,7800,えーれっしゃ,128K,16K,1,yes,,,
839,クライシスフォース,コナミ,RC856,1991/8/27,SHT,6000,くらいしすふぉーす,128K,128K,23,no,,B,
840,ロイヤルブラッド,光栄,?,1991/8/29,SLG,9800,ろいやるぶらっど,256K,256K,5,yes,,,
841,メタルスレイダーグローリー,HAL研究所,HAL-4J,1991/8/30,ADV,8900,めたるすれいだーぐろーりー,512K,512K,5,no,,A,
842,快傑ヤンチャ丸2 からくりランド,アイレム,IF-22,1991/8/30,ACT,5800,かいけつやんちゃまる2 からくりらんど,128K,128K,32,no,22,,
843,ウエスタンキッズ,ビスコ,VIS-5K,1991/9/13,ACT,7800,うえすたんきっず,256K,256K,4,no,,,
844,ゲームデザイナー養成ソフト 絵描衛門(でざえもん）,アテナ,ATH-87,1991/9/13,ETC,9800,げーむでざいなーようせいそふと えかきえもん(でざえもん）,128K,0K,1,no,,,
845,ドラゴンズレア,エピックソニー,ESF-IP/ESPG38,1991/9/20,ACT,5900,どらごんずれあ,128K,128K,4,no,,A,
846,へべれけ,サンソフト,?,1991/9/20,ACT,6200,へべれけ,128K,128K,69,no,,B,
847,マリオオープンゴルフ,任天堂,HVC-UG,1991/9/20,SPT,5825,まりおおーぷんごるふ,256K,0K,1,yes,,,
848,イースⅢ ワンダラーズフロムイース,ビクター音楽産業,VFR-??-12,1991/9/27,RPG,7500,いーすⅢ わんだらーずふろむいーす,256K,128K,118,no,,,
849,スパルタンX2,アイレム,IF-23,1991/9/27,ACT,5500,すぱるたんX2,128K,128K,65,no,23,B,
850,バトルフォーミュラ,サンソフト,?,1991/9/27,ACT,6200,ばとるふぉーみゅら,128K,128K,4,no,,S,
851,中嶋悟監修F－1ヒーロー2,バリエ,VAR-4E,1991/9/27,RAC,5900,なかじまさとるかんしゅうF－1ひーろー2,128K,128K,4,no,,,
852,ちびまる子ちゃん うきうきショッピング,ナムコ,-,1991/10/4,ETC,5800,ちびまるこちゃん うきうきしょっぴんぐ,128K,128K,19,no,,,
853,からくり剣豪伝ムサシロード～からくり人疾走る～,ユタカ,SHI-98,1991/10/5,RPG,6800,からくりけんごうでんむさしろーど～からくりじんしっそうる～,128K,128K,4,yes,,,
854,SDガンダム外伝 ナイトガンダム物語2 光の騎士,バンダイ,?,1991/10/12,RPG,8200,えすでぃーがんだむ,256K,256K,16,yes,,,
855,カオスワールド,ナツメ,NAT-1W,1991/10/25,RPG,7000,かおすわーるど,256K,128K,1,yes,,,
856,たいむゾーン,シグマ商事,SEI-1G,1991/10/25,ACT,6200,たいむぞーん,128K,128K,4,no,,,
857,特救指令ソルブレイン,エンジェル,ANG-OM,1991/10/26,ACT,6000,とっきゅうしれいそるぶれいん,128K,128K,4,no,,,
858,グレートディール,ヘクト,HCT-79/012,1991/10/30,PZL,6800,ぐれーとでぃーる,128K,0K,1,no,,,
859,モノポリー,トミー,TOM-6B,1991/11/1,TAB,6800,ものぽりー,256K,0K,1,no,,,
860,スターウォーズ(ビクター製),ビクター音楽産業,VFR-7V,1991/11/15,ACT,6700,すたーうぉーず(びくたーせい),128K,128K,4,no,,B,
861,ラディア戦記 黎明篇,テクモ,TCF-8R,1991/11/15,RPG,6900,らでぃあせんき れいめいへん,256K,128K,4,yes,17,,
862,少年アシベ ネパール大冒険の巻,タカラ,TFC-8A,1991/11/15,ADV,6980,しょうねんあしべ ねぱーるだいぼうけんのまき,128K,128K,4,yes,,,
863,大工の源さん,アイレム,IF-24,1991/11/15,ACT,6500,だいくのげんさん,128K,128K,4,no,24,,
864,地底戦空バゾルダー,ソフエル,SFL-3V,1991/11/15,SHT,6300,ちていせんぞらばぞるだー,128K,128K,4,no,,B,
865,パチ夫くん4,ココナッツジャパン,CDS-84,1991/11/22,TAB,8800,ぱちおっとくん4,512K,0K,4,yes,,,対[パチンコ]
866,みんなのたあ坊のなかよし大作戦,キャラクターソフト,CTS-9N,1991/11/22,PZL,3980,みんなのたあぼうのなかよしだいさくせん,32K,32K,3,no,,,
867,燃えプロ！最強編,ジャレコ,JF-33,1991/11/22,SPT,6700,もえぷろ！さいきょうへん,256K,128K,18,no,,,
868,アメリカ横断ウルトラクイズ 史上最大の戦い,トミー,TOM-1U,1991/11/29,TAB,7800,あめりかおうだんうるとらくいず しじょうさいだいのたたかい,512K,0K,4,no,,,
869,ファミコン囲碁入門,アイマックス,IMX-I7,1991/11/29,TAB,6500,ふぁみこんいごにゅうもん,128K,32K,1,no,,,
870,ランパート,コナミ,KDS-73,1991/11/29,SLG,5800,らんぱーと,128K,0K,2,no,,,
871,スノーブラザーズ,東亜プラン,TOA-7L,1991/12/6,ACT,6500,すのーぶらざーず,128K,128K,1,no,,A,
872,ロックマン4 新たなる野望！！,カプコン,CAP-4V,1991/12/6,ACT,7800,ろっくまん4 あらたなるやぼう！！,512K,0K,4,no,,,
873,平成天才バカボン,ナムコ,-,1991/12/6,ACT,5800,へいせいてんさいばかぼん,128K,128K,19,no,,,
874,ギミアぶれいく 史上最強のクイズ王決定戦,ヨネザワ,YZW-QY,1991/12/13,TAB,9800,ぎみあぶれいく しじょうさいきょうのくいずおうけっていせん,128K,0K,1,no,,,対[タップ]
875,つるピカハゲ丸 めざせ！つるセコの証,ジャレコ,JF-34,1991/12/13,ACT,6300,つるぴかはげまる めざせ！つるせこのあかし,128K,128K,18,no,,,
876,ティーンエージミュータントニンジャタートルズ2 ザ・マンハッタンプロジェクト,コナミ,RC863,1991/12/13,ACT,6900,てぃーんえーじみゅーたんとにんじゃたーとるず2 ざ・まんはったんぷろじぇくと,256K,256K,25,no,,,
877,テクモスーパーボウル,テクモ,TCF-4W,1991/12/13,SPT,7980,てくもすーぱーぼうる,256K,128K,4,yes,18,,
878,テトリス2＋ボンブリス,BPS,BPS-52,1991/12/13,PZL,6500,てとりす2＋ぼんぶりす,128K,0K,1,yes,,,
879,ヨッシーのたまご,任天堂,HVC-YO,1991/12/14,PZL,4757,よっしーのたまご,128K,32K,1,no,,,
880,アスミッくんランド,アスミック,ASM-YI,1991/12/20,ACT,6300,あすみっくんらんど,128K,128K,4,no,,,
881,アンタッチャブル,アルトロン,ALT-U6,1991/12/20,ETC,6800,あんたっちゃぶる,128K,128K,1,no,,,
882,ダイナマイトバットマン,サンソフト,?,1991/12/20,ACT,6500,だいなまいとばっとまん,128K,256K,69,no,,,
883,タイニートゥーンアドベンチャーズ,コナミ,RC860,1991/12/20,ACT,4900,たいにーとぅーんあどべんちゃーず,128K,128K,23,no,,,
884,パーマンPART2 秘密結社マドー団をたおせ！,アイレム,IF-25,1991/12/20,ACT,5500,ぱーまんPART2 ひみつけっしゃまどーだんをたおせ！,256K,128K,32,no,25,,
885,バトルトード,日本コンピュータシステム,NCS-8T,1991/12/20,ACT,6500,ばとるとーど,256K,0K,7,no,,A,
886,バナナン王子の大冒険,タカラ,TFC-OJ,1991/12/20,ACT,5900,ばななんおうじのだいぼうけん,128K,128K,4,no,,,
887,ファミスタ’92,ナムコ,-,1991/12/20,SPT,5000,ふぁみすた’92,128K,128K,19,no,,,
888,ベスト競馬ダービースタリオン,アスキー,HSP-46,1991/12/20,SLG,6800,べすとけいばだーびーすたりおん,128K,128K,1,yes,,,
889,モンスターメーカー 7つの秘宝,ソフエル,SFL-7N,1991/12/20,RPG,6800,もんすたーめーかー 7つのひほう,256K,0K,1,yes,,,
890,東京パチスロアドベンチャー,ココナッツジャパン,CDS-83,1991/12/20,TAB,6800,とうきょうぱちすろあどべんちゃー,128K,128K,1,no,,,
891,爆笑！！人生劇場3,タイトー,TFC-BJⅢ-6400,1991/12/20,TAB,6400,ばくしょう！！じんせいげきじょう3,256K,256K,33,no,40,,
892,SDガンダム ガチャポン戦士4 ニュータイプストーリー,ユタカ,SHI-45,1991/12/21,SLG,8500,えすでぃーがんだむがちゃぽんせんし4,256K,256K,4,yes,,,
893,信長の野望 武将風雲録,光栄,KOE-IZ,1991/12/21,SLG,11800,のぶながのやぼう ぶしょうふううんろく,512K,256K,5,yes,,,
894,鳥人戦隊ジェットマン,エンジェル,ANG-OY,1991/12/21,ACT,6000,ちょうじんせんたいじぇっとまん,128K,128K,1,no,,,
895,チキチキマシン猛レース,アトラス,ATL-51,1991/12/25,ACT,6800,ちきちきましんたけしれーす,128K,128K,4,no,,,
896,バトルストーム,ヨネザワ,YZW-9Y,1991/12/26,SLG,5800,ばとるすとーむ,128K,128K,1,no,,,
897,ブルーマリーン,ホットビィ,GAM-??,1991/12/27,ETC,6300,ぶるーまりーん,128K,128K,4,no,,,
898,ハドソンホーク,エピックソニー,ESF-Y4/ESPG40,1991/12/27,ACT,5900,はどそんほーく,128K,128K,1,no,,,
899,ウルトラマン倶楽部3 またまた出撃！！ウルトラ兄弟,ユタカ,SHI-31,1991/12/29,RPG,7800,うるとらまんくらぶ3 またまたしゅつげき！！うるとらきょうだい,256K,128K,4,yes,,,
900,ファミコンジャンプⅡ 最強の7人,バンダイ,?,1991/12/29,RPG,8500,ふぁみこんじゃんぷⅡ さいきょうの7にん,512K,0K,16,yes,22,,
901,第2次スーパーロボット大戦,バンプレスト,BAP-N9,1991/12/29,RPG,8200,だい2じすーぱーろぼっとたいせん,256K,256K,4,yes,,,
902,がんばれゴエモン外伝2 天下の財宝,コナミ,RC857,1992/1/3,RPG,6980,がんばれごえもんがいでん2 てんかのざいほう,256K,256K,21,yes,,,
903,ピザポップ,ジャレコ,JF-35,1992/1/7,ACT,6300,ぴざぽっぷ,128K,128K,18,no,,,
904,太陽の勇者ファイバード,アイレム,IF-26(TIX-60),1992/1/11,SHT,6800,たいようのゆうしゃふぁいばーど,128K,128K,4,no,26,,
905,ソロモンの鍵2 クールミン島救出作戦,テクモ,TCF-SZ,1992/1/24,PZL,6200,そろもんのかぎ2 くーるみんじまきゅうしゅつさくせん,128K,128K,4,yes,,,
906,ビジネス ウォーズ 最強の企業戦略M＆A,ヘクト,HCT-78/013,1992/1/24,SLG,9700,びじねす うぉーず さいきょうのきぎょうせんりゃくM＆A,256K,0K,4,yes,,,
907,バーズテイルⅡ THE DISTINY KNIGHT,ポニーキャニオン,R70V5940(PNF-??),1992/1/25,RPG,7000,ばーずているⅡ THE DISTINY KNIGHT,256K,0K,1,yes,,,
908,将棋名鑑’92,ヘクト,HCT-I9/014,1992/1/30,TAB,6800,しょうぎめいかん’92,256K,0K,4,no,,,
909,ギミック,サンソフト,?,1992/1/31,ACT,6200,ぎみっく,256K,128K,69,no,,S,
910,ドンドコドン2,タイトー,TFC-DOⅡ-5900,1992/1/31,ACT,5900,どんどこどん2,128K,256K,33,no,41,,
911,バッキー オヘア,コナミ,KDS-1V,1992/1/31,ACT,5800,ばっきー おへあ,128K,128K,4,no,,B,
912,F－1サーカス,日本物産,NBF-7F,1992/2/7,RAC,6600,えふわんさーかす,256K,128K,4,yes,11,,
913,いけいけ熱血ホッケー部 「すべってころんで大乱闘」,テクノスジャパン,TJC-I3,1992/2/7,SPT,6200,いけいけねっけつほっけーぶ 「すべってころんでだいらんとう」,128K,128K,4,no,,,
914,ネイビーブルー,アイマックス,IMX-NB,1992/2/14,ETC,5900,ねいびーぶるー,128K,0K,1,no,,,
915,Advanced Dungeon&Dragons ドラゴンオブフレイム,ポニーキャニオン,R68V5941(PNF-OF),1992/2/21,RPG,6800,どらごん,128K,128K,1,no,,,
916,パズロット,サミー工業,SAC-1P,1992/2/28,PZL,5600,ぱずろっと,128K,128K,1,no,,,
917,マジックキャンドル,サミー工業,SAC-1Q,1992/3/6,RPG,7800,まじっくきゃんどる,256K,128K,4,yes,,B,
918,伝染るんです。 かわうそ ハワイへ行く,タカラ,TFC-U9,1992/3/6,ACT,6800,でんせんるんです。 かわうそ はわいへいく,128K,128K,4,no,,,
919,囲碁指南’92,ヘクト,HCT-53/015,1992/3/10,TAB,6800,いごしなん’92,128K,32K,1,no,,,
920,ナムコクラシックⅡ,ナムコ,-,1992/3/13,SPT,5900,なむこくらしっくⅡ,256K,256K,19,no,,,
921,ファイアーエムブレム外伝,任天堂,HVC-2I,1992/3/14,SLG,6600,ふぁいあーえむぶれむがいでん,256K,128K,10,yes,,,
922,究極ハリキリ甲子園,タイトー,TFC-KHK-6900,1992/3/19,SPT,6900,きゅうきょくはりきりこうしえん,128K,256K,82,yes,42,,
923,SUPER桃太郎電鉄,ハドソン,HFC-3X,1992/3/20,ETC,5800,すーぱーももたろうでんてつ,256K,0K,1,yes,,,
924,それいけ！アンパンマン みんなでハイキングゲーム！,エンジェル,BAN-OZ,1992/3/20,ETC,6000,それいけ！あんぱんまん みんなではいきんぐげーむ！,128K,128K,4,no,,,
925,HOOK,エピックソニー,ESF-7Q/ESPG43,1992/3/27,ACT,5900,ふっく,128K,128K,1,no,,,
926,WWFレッスルマニアチャレンジ,ホットビィ,GAM-W9,1992/3/27,ACT,5300,だぶるだぶるえふれっするまにあ,128K,0K,2,no,,,
927,ハローキティワールド,キャラクターソフト,CTS-HW,1992/3/27,ACT,4800,はろーきてぃわーるど,128K,0K,2,no,,,
928,プラズマボール,ジャレコ,JF-36,1992/3/27,ACT,6300,ぷらずまぼーる,128K,128K,18,no,,,
929,炎の闘球児ドッジ弾平,サンソフト,?,1992/3/28,SPT,6500,ほのおのとうきゅうじどっじだんだいら,128K,256K,69,no,,,
930,ひらけ！ポンキッキ,タカラ,TFC-PK,1992/4/17,ACT,4980,ひらけ！ぽんきっき,32k,32k,1,no,,,
931,舛添要一 朝までファミコン,ココナッツジャパン,CDS-I4,1992/4/17,ADV,7980,ますぞえよういち あさまでふぁみこん,512k,0K,4,no,,,
932,エキサイティングラリー,科研,VRE-E2,1992/4/24,RAC,5900,えきさいてぃんぐらりー,128K,128K,1,no,,,
933,わんぱくコックンのグルメワールド,タイトー,DTF-WR,1992/4/24,ACT,5900,わんぱくこっくんのぐるめわーるど,128K,128K,4,no,43,B,
934,重力装甲メタルストーム,アイレム,IF-21(TIX-4M),1992/4/24,ACT,6500,じゅうりょくそうこうめたるすとーむ,128K,256K,4,no,21,A,
935,ひょっこりひょうたん島 なぞのかいぞくせん,ユタカ,SHI-HV,1992/4/25,ADV,6000,ひょっこりひょうたんじま なぞのかいぞくせん,128K,128K,1,no,,,
936,麻雀大戦,日本物産,NBF-8J,1992/5/20,TAB,6600,まーじゃんたいせん,256K,128K,4,yes,12,,
937,クイズプロジェクトQ,ヘクト,HCT-AC/016,1992/5/29,TAB,6800,くいずぷろじぇくとQ,256K,0K,4,yes,,,対[タップ]
938,CAPCOMバルセロナ’92,カプコン,CAP-1N,1992/6/5,SPT,6500,かぷこんばるせろな,128K,128K,4,yes,,,
939,三国志Ⅱ 覇王の大陸,ナムコ,-,1992/6/10,SLG,6900,さんごくしⅡ はおうのたいりく,256K,256K,19,yes,,,
940,まじかる☆タルるートくん2 まほうだいぼうけん,バンダイ,?,1992/6/19,ACT,5800,まじかる☆たるるーとくん2 まほうだいぼうけん,128K,128K,16,yes,23,,
941,エスパードリーム2 新たなる戦い,コナミ,RC861,1992/6/26,RPG,6800,えすぱーどりーむ2 あらたなるたたかい,256K,128K,26,yes,,,
942,ターミネーター2,パックインビデオ,PAC-TJ,1992/6/26,ACT,6500,たーみねーたー2,128K,128K,4,no,,B,
943,びっくり熱血新記録 はるかなる金メダル,テクノスジャパン,TJC-NK,1992/6/26,SPT,6500,びっくりねっけつしんきろく はるかなるきんめだる,128K,128K,4,no,,,
944,陰謀の惑星 シャンカラ,アイジーエス,IGS-SV,1992/6/26,SLG,9700,いんぼうのわくせい しゃんから,128K,128K,4,no,,,
945,聖鈴伝説リックル,タイトー,DTF-LK,1992/6/26,ACT,6800,せいすずでんせつりっくる,256K,128K,4,no,44,A,
946,THE GOLF '92 (ザゴルフ92),ジーオーワン,GO1-OO,1992/7/3,SPT,6900,ごるふ92,128K,128K,1,no,,,
947,パチンコ大作戦2,ココナッツジャパン,CDS-82,1992/7/10,TAB,6900,ぱちんこだいさくせん2,128K,128K,1,yes,,,対[パチンコ]
948,Summer Carnical '92 烈火（サマーカーニバル）,ナグザット,NAX-RE,1992/7/17,SHT,4980,さまーかーにばる92,128K,128K,4,no,,S,
949,サンリオカップ ポンポンバレー,キャラクターソフト,CTS-PM,1992/7/17,SPT,3980,さんりおかっぷ ぽんぽんばれー,32K,32K,3,no,,,
950,レッドアリーマーⅡ,カプコン,CAP-1L,1992/7/17,ACT,5800,れっどありーまーⅡ,128K,128K,4,no,,,
951,三つ目がとおる,トミー,TOM-3?,1992/7/17,ACT,6500,みつめがとおる,128K,128K,4,no,,,
952,シルヴァサーガ,セタ,KKS-SR,1992/7/24,RPG,7800,しるう゛ぁさーが,256K,256K,4,yes,,,
953,闘魂倶楽部,ジャレコ,JF-37,1992/7/24,ACT,6300,とうこんくらぶ,128K,256K,18,no,,,
954,魔法のプリンセスミンキーモモ リメンバードリーム,ユタカ,SHI-61,1992/7/29,ACT,6000,まほうのぷりんせすみんきーもも りめんばーどりーむ,128K,128K,1,no,,,
955,高橋名人の冒険島Ⅲ,ハドソン,HFC-4X,1992/7/31,ACT,5800,たかはしめいじんのぼうけんじまⅢ,128K,128K,4,no,,,
956,エイセスアイアンイーグルⅢ,パックインビデオ,PAC-99,1992/8/7,SHT,7400,えいせすあいあんいーぐるⅢ,256K,256K,4,no,,,
957,ドラゴンボールZⅢ 烈戦人造人間,バンダイ,?,1992/8/7,RPG,7800,どらごんぼーるZⅢ いさおせんじんぞうにんげん,256K,256K,16,yes,,,
958,フリントストーン THE RESCUE OF DINO & HOPPY,タイトー,TFC-FS-6800,1992/8/7,ACT,6800,ふりんとすとーん THE RESCUE OF DINO &amp; HOPPY,128K,256K,33,yes,45,B,
959,ムーンクリスタル,ヘクト,HCT-MS/017,1992/8/28,ACT,7800,むーんくりすたる,256K,256K,4,no,,S,
960,ギミアぶれいく 史上最強のクイズ王決定戦2,ヨネザワ,YZW-QP,1992/8/28,TAB,6800,ぎみあぶれいく しじょうさいきょうのくいずおうけっていせん2,256K,0K,1,no,,,対[タップ]
961,ダービースタリオン 全国版,アスキー,HSP-47,1992/8/29,ETC,7200,だーびーすたりおん ぜんこくばん,128K,128K,1,yes,,,
962,スーパーマリオUSA,任天堂,HVC-MT,1992/9/14,ACT,4900,すーぱーまりおUSA,128K,128K,4,no,,,
963,1999 ほれ、みたことか！世紀末,ココナッツジャパン,CDS-CS,1992/9/18,ETC,7300,いちきゅうきゅうきゅう,256K,128K,4,no,,,
964,ナムコプリズムゾーン ドリームマスター,ナムコ,-,1992/9/22,RPG,5800,なむこぷりずむぞーん どりーむますたー,256K,256K,19,no,,,
965,ゴール（GOAL）,ジャレコ,JF-38,1992/9/25,SPT,6300,ごーる（GOAL）,128K,128K,18,no,,,
966,ミッキーマウスⅢ 夢ふうせん,ケムコ,KTB-MD,1992/9/25,ACT,5900,みっきーまうすⅢ ゆめふうせん,128K,128K,4,no,,,
967,キャプテンセイバー,タイトー,TFC-CS-5900,1992/9/29,ACT,5900,きゃぷてんせいばー,128K,128K,33,no,46,B,
968,シャッフルファイト,バンプレスト,BAP-CB,1992/10/9,ETC,7600,しゃっふるふぁいと,256K,0K,4,no,,,
969,スポット,BPS,BPS-81,1992/10/16,ETC,5500,すぽっと,128K,0K,1,no,,,
970,ベストプレープロ野球スペシャル,アスキー,HSP-BS-1,1992/10/16,SLG,7500,べすとぷれーぷろやきゅうすぺしゃる,256K,0K,1,yes,,,
971,トップストライカー,ナムコ,-,1992/10/22,SPT,5800,とっぷすとらいかー,128K,128K,19,no,,,
972,SDガンダム外伝 ナイトガンダム物語3 伝説の騎士団,バンダイ,?,1992/10/23,RPG,7800,えすでぃーがんだむ,256K,256K,16,yes,,,
973,ダブルムーン伝説,日本コンピュータシステム,NCS-1T,1992/10/30,RPG,7900,だぶるむーんでんせつ,512K,0K,4,yes,,,
974,恐竜戦隊ジュウレンジャー,エンジェル,ANG-JF,1992/11/6,ACT,6000,きょうりゅうせんたいじゅうれんじゃー,128K,128K,4,no,,,
975,トムとジェリー,アルトロン,ALT-5Y,1992/11/13,ACT,6800,とむとじぇりー,128K,128K,4,no,,,
976,フェラーリ GRAND PRIX CHALLENGE,ココナッツジャパン,CDS-FS,1992/11/13,RAC,7300,ふぇらーり GRAND PRIX CHALLENGE,128K,128K,4,no,,,
977,コロンブス 黄金の夜明け,トミー,TOM-CO,1992/11/20,RPG,7500,ころんぶす おうごんのよあけ,128K,128K,4,yes,,,
978,ヨッシーのクッキー,任天堂,HVC-CI,1992/11/21,PZL,4757,よっしーのくっきー,128K,64K,4,no,,,
979,タイニートゥーンアドベンチャー2 モンタナランドへようこそ,コナミ,RV051,1992/11/27,ACT,4900,たいにーとぅーんあどべんちゃー2 もんたならんどへようこそ,128K,128K,85,no,,,
980,囲碁指南’93,ヘクト,HTS-??/018,1992/11/27,TAB,6800,いごしなん’93,128K,32K,1,no,,,
981,ちいさなおばけアッチコッチソッチ,バップ,VAP-AV 9513,1992/12/4,PZL,6800,ちいさなおばけあっちこっちそっち,128K,128K,1,no,,,
982,ロックマン5 ブルースの罠！？,カプコン,CAP-5V,1992/12/4,ACT,7800,ろっくまん5 ぶるーすのわな！？,256K,256K,4,no,,,
983,将棋名鑑’93,ヘクト,HCT-??/019,1992/12/4,TAB,6800,しょうぎめいかん’93,256K,0K,4,no,,,
984,ワギャンランド3,ナムコ,-,1992/12/8,ACT,5800,わぎゃんらんど3,256K,256K,19,no,,,
985,キョロちゃんランド,ヒロ,HIR-4C,1992/12/11,ACT,5800,きょろちゃんらんど,128K,0K,2,no,,,
986,ハローキティのおはなばたけ,キャラクターソフト,CTS-HL,1992/12/11,ACT,3980,はろーきてぃのおはなばたけ,32K,32K,3,no,,,
987,妖精物語 ロッドランド,ジャレコ,JF-39,1992/12/11,ACT,6500,ようせいものがたり ろっどらんど,128K,0K,2,no,,,
988,ジャストブリード,エニックス,EFC-I5,1992/12/15,RPG,9700,じゃすとぶりーど,512K,256K,5,yes,,,
989,バーコードワールド,サンソフト,?,1992/12/18,ACT,7200,ばーこーどわーるど,128K,256K,69,no,,,対[バトラー２]
990,SDガンダム ガチャポン戦士5 バトルオブユニバーサルセンチュリー,ユタカ,SHI-P5,1992/12/22,SLG,6800,えすでぃーがんだむがちゃぽんせんし5,128K,128K,4,yes,,,
991,ファミスタ’93,ナムコ,-,1992/12/22,SPT,4900,ふぁみすた’93,128K,128K,19,no,,,
992,熱血格闘伝説,テクノスジャパン,TJC-NA,1992/12/23,ACT,6500,ねっけつかくとうでんせつ,128K,128K,4,no,,,
993,ウルトラマン倶楽部 怪獣大決戦,エンジェル,ANG-UA,1992/12/25,ACT,6800,うるとらまんくらぶ かいじゅうだいけっせん,128K,256K,4,no,,,
