No,Title,Maker,Catalog_No,Release_date,Genre,Proper_price,yomi_ja,PRG-ROM,CHR-ROM,MAP,Memory,Serial_number,Rarity,Memo
618,バルダーダッシュ,データイースト,DFC-XB,1990/3/23,ACT,4900,ばるだーだっしゅ,32K,32K,1,no,,,
619,魔神英雄伝ワタル外伝,ハドソン,HFC-V2,1990/3/23,RPG,6800,まじんえいゆうつたうわたるがいでん,256K,0K,1,yes,,,
620,パワーサッカー,徳間書店,GTS-FT,1990/3/30,SPT,4900,ぱわーさっかー,32K,32K,3,no,,,
621,ベストプレープロ野球Ⅱ,アスキー,HSP-33,1990/3/30,SLG,6800,べすとぷれーぷろやきゅうⅡ,256K,0K,1,yes,,,
622,井崎脩五郎の競馬必勝学,イマジニア,IMA-EK,1990/3/30,ETC,9800,いざきしゅうごろうのけいばひっしょうがく,256K,0K,1,yes,,,NEW
623,魍魎戦記 MADARA (魔陀羅 マダラ）,コナミ,RC846,1990/3/30,RPG,8500,もうりょうせんき MADARA (またうすもの まだら）,256K,256K,26,yes,,,
624,ディープダンジョンⅣ 黒の妖術師,アスミック,ASM-4D,1990/4/6,RPG,6500,でぃーぷだんじょんⅣ くろのようじゅつし,256K,0K,1,yes,,,
625,デジタルデビル物語 女神転生Ⅱ,ナムコ,-,1990/4/6,RPG,7800,でじたるでびるものがたり めがみてんせいⅡ,256K,256K,19,yes,,,
626,忍者龍剣伝Ⅱ 暗黒の邪神剣,テクモ,TCF-NW,1990/4/6,ACT,5900,にんじゃりゅうけんでんⅡ あんこくのじゃしんつるぎ,128K,128K,4,no,10,,
627,ウルトラマン倶楽部2 帰ってきたウルトラマン倶楽部,バンダイ,SHI-UU,1990/4/7,RPG,6000,うるとらまんくらぶ2 かえってきたうるとらまんくらぶ,128K,128K,4,no,,,
628,ガンヘッド 新たなる戦い,バリエ,VRE-R3,1990/4/13,SLG,6500,がんへっど あらたなるたたかい,128K,128K,1,yes,,,
629,クォース,コナミ,KDS-H7,1990/4/13,PZL,4900,くぉーす,32K,32K,3,no,,,
630,ゴッドスレイヤー はるか天空のソナタ,SNK,SFX-60,1990/4/13,RPG,7600,ごっどすれいやー はるかてんくうのそなた,256K,128K,4,yes,,,
631,SDバトル大相撲 平成ヒーロー場所,バンプレスト,BAP-X3,1990/4/20,ACT,6300,えすでぃーばとるおおずもう,128K,128K,4,no,,,
632,パワーブレイザー,タイトー,TFC-PB-5900,1990/4/20,ACT,5900,ぱわーぶれいざー,128K,128K,33,no,31,,
633,ファイアーエムブレム 暗黒竜と光の剣,任天堂,HVC-VX,1990/4/20,SLG,6000,ふぁいあーえむぶれむ あんこくりゅうとひかりのけん,256K,128K,10,yes,,,
634,黒鉄ヒロシの予想大好き！勝馬伝説,日本物産,NBF-R7,1990/4/20,ETC,8000,くろがねひろしのよそうだいすき！かちうまでんせつ,128K,128K,4,yes,9,,
635,ファイナルファンタジーⅢ,スクウェア,SQF-FC,1990/4/27,RPG,8400,ふぁいなるふぁんたじーⅢ,512K,0K,4,yes,,,
636,影狼伝説,ピクセル,PIX-XA-01,1990/5/11,RPG,6200,かげおおかみでんせつ,128K,128K,4,yes,,,
637,キャッスルクエスト,ハドソン,HFC-V4,1990/5/18,ETC,4900,きゃっするくえすと,128K,128K,4,no,,,
638,熱血高校ドッジボール部サッカー編,テクノスジャパン,TJC-N3,1990/5/18,SPT,5900,ねっけつこうこうどっじぼーるぶさっかーへん,128K,128K,4,no,,,
639,イースⅡ ANCIENT YS VANISHED THE FINAL CHAPTER,ビクター音楽産業,VFR-Q2-09,1990/5/25,RPG,7500,いーすⅡ ANCIENT YS VANISHED THE FINAL CHAPTER,512K,128K,4,yes,,,
640,馬券必勝学 ゲートイン,ケイアミューズメントリース,KAC-3F,1990/5/25,SLG,9800,ばけんひっしょうがく げーといん,256K,0K,1,no,,,
641,じゃじゃ丸撃魔伝 幻の金魔城,ジャレコ,JF-27,1990/5/29,RPG,5900,じゃじゃまるうちまでん まぼろしのきんまじょう,128K,128K,18,yes,,,
642,チップとデールの大作戦,カプコン,CAP-JD,1990/6/8,ACT,5800,ちっぷとでーるのだいさくせん,128K,128K,1,no,,,
643,ダッシュ野郎,ビスコ,VIS-5D,1990/6/15,RAC,5800,だっしゅやろう,128K,0K,2,no,,,
644,バトルフリート,ナムコ,-,1990/6/23,SLG,5900,ばとるふりーと,128K,128K,19,yes,,,
645,ファイナルミッション,ナツメ,NAT-FV,1990/6/23,ACT,5800,ふぁいなるみっしょん,128K,128K,1,no,,B,
646,水滸伝 天命の誓い,光栄,KOE-XJ,1990/6/29,SLG,11800,すいこでん てんめいのちかい,256K,128K,5,yes,,,
647,燃えろ！！柔道WARRIORS,ジャレコ,JF-28,1990/6/29,SPT,5600,もえろ！！じゅうどうWARRIORS,128K,128K,72,no,,,
648,迷宮島,アイレム,IF-18,1990/6/29,PZL,5800,めいきゅうじま,128K,128K,32,no,18,,
649,ハットリス,BPS,BPS-JZ,1990/7/6,PZL,5500,はっとりす,128K,0K,1,no,,,
650,パラメデス,ホットビィ,GAM-JI-07,1990/7/6,PZL,5500,ぱらめです,32K,32K,1,no,,,
651,飛龍の拳Ⅲ 五人の龍戦士,カルチャーブレーン,CBF-3H,1990/7/6,ACT,6300,ひりゅうのこぶしⅢ ごにんのりゅうせんし,128K,128K,4,no,,,
652,SDヒーロー総決戦 倒せ悪の軍団,バンプレスト,BAP-X5,1990/7/7,ACT,6300,えすでぃーひーろーそうけっせん,128K,128K,4,no,,,
653,wit's (ウイッツ),アテナ,ATH-XW,1990/7/13,ACT,5800,ういっつ,128K,0K,2,no,,,
654,キャプテン翼Ⅱ スーパーストライカー,テクモ,TCF-T6,1990/7/20,SPT,6900,きゃぷてんつばさⅡ すーぱーすとらいかー,256K,128K,4,no,11,,
655,ソルスティス 三次元迷宮の狂獣,エピックソニー,ESF-E3/ESPG-33,1990/7/20,ACT,5900,そるすてぃす さんじげんめいきゅうのくるいけもの,128K,0K,7,no,,,
656,ニチブツマージャンⅢ マージャンGメン,日本物産,NBF-JX,1990/7/20,TAB,6400,にちぶつまーじゃんⅢ まーじゃんGめん,128K,128K,4,no,10,,
657,無頼戦士（ブライファイター）,タイトー,DTF-5F,1990/7/20,SHT,5900,ぶらいせんし（ぶらいふぁいたー）,32K,32K,4,no,32,,
658,獣王記,アスミック,ASM-9J,1990/7/20,ACT,5900,じゅうおうき,128K,128K,4,no,,,
659,ペナントリーグ ホームランナイター’90 ペナントリーグ,データイースト,DFC-YP,1990/7/24,SPT,6300,ぺなんとりーぐ ほーむらんないたー’90 ぺなんとりーぐ,128K,128K,4,yes,,,
660,ゴルゴ13 第二章 イカロスの謎,ビック東海,VIC-M4,1990/7/27,ACT,6000,ごるご13 だいにしょう いかろすのなぞ,128K,128K,4,no,,,
661,ステッド 遺跡惑星の野望,ケイアミューズメントリース,KAC-3F,1990/7/27,RPG,5900,すてっど いせきわくせいのやぼう,128K,128K,1,yes,,,
662,Dr.マリオ(ドクターマリオ),任天堂,HVC-VU,1990/7/27,PZL,4900,どくたーまりお,32K,32K,1,no,,,
663,ビックリマンワールド 激突聖戦士,ハドソン,HFC-V3,1990/7/27,RPG,6800,びっくりまんわーるど げきとつせいんと,256K,0K,1,yes,,,
664,燃えプロ！’90 感動編,ジャレコ,JF-29,1990/7/27,SPT,6500,もえぷろ！’90 かんどうへん,256K,128K,18,no,,,
665,Might and Magic(マイトアンドマジック),学習研究社,GAT-MP,1990/7/31,RPG,8500,まいとあんどまじっく,256K,256K,4,yes,,,
666,ゲームパーティー,ココナッツジャパン,CDS-P8,1990/8/3,ETC,6500,げーむぱーてぃー,128K,128K,1,no,,,
667,ハッピーバースディバックス,ケムコ,KSC-H8,1990/8/3,ACT,5900,はっぴーばーすでぃばっくす,128K,128K,4,no,,,
668,2010 ストリートファイター,カプコン,STE-20,1990/8/8,ACT,5800,にぜろいちぜろすとりーと,128K,128K,4,no,,,
669,忍者らホイ！ 痛快うんがちょこ忍法伝,アスキー,HSP-34,1990/8/8,RPG,7800,にんじゃらほい！ つうかいうんがちょこにんぽうでん,512K,0K,1,yes,,,
670,闇の仕事人 KAGE,ナツメ,NAT-JL,1990/8/10,ACT,5900,やみのしごとにん KAGE,128K,128K,4,no,,,
671,タイタン,ソフエル,SFL-NL,1990/8/10,ACT,5900,たいたん,128K,0K,1,no,,,
672,ドラゴンファイター,トーワチキ,TCC-1D,1990/8/10,ACT,5700,どらごんふぁいたー,128K,128K,1,no,,,
673,ぱられるワールド,バリエ,VRE-R9,1990/8/10,PZL,5980,ぱられるわーるど,128K,128K,4,no,,,
674,ピーパータイム,サンリツ電気,SAN-P6,1990/8/10,PZL,4900,ぴーぱーたいむ,32K,16K,3,no,,,
675,ラフ,サンソフト,TEC-RF,1990/8/10,ACT,5500,らふ,128K,128K,1,no,,B,
676,川のぬし釣り,パックインビデオ,PAC-7K,1990/8/10,RPG,6300,かわのぬしつり,128K,128K,4,no,,,
677,日本一の名監督,アスミック,ASM-M8,1990/8/10,SPT,6800,にっぽんいちのめいかんとく,256K,0K,1,yes,,,
678,SDガンダム外伝 ナイトガンダム物語,バンダイ,?,1990/8/11,RPG,6800,えすでぃーがんだむ,256K,128K,16,yes,,,
679,ブロディアランド,トンキンハウス,TKS-XF,1990/8/11,PZL,5600,ぶろでぃあらんど,128K,128K,1,no,,,
680,孔雀王Ⅱ,ポニーキャニオン,R68V5932(PNF-QW),1990/8/21,ADV,6800,くじゃくおうⅡ,128K,128K,1,yes,,,
681,上海Ⅱ,サンソフト,TEC-XT,1990/8/24,PZL,5500,しゃんはいⅡ,128K,0K,2,no,,,
682,魔天童子,クエスト,BTC-7M,1990/8/24,ACT,6500,まてんどうじ,128K,128K,4,no,,,
683,雀豪,ビクター音楽産業,VFR-Q3-10,1990/8/30,TAB,6700,すずめごう,256K,0K,1,yes,,,
684,ダンジョンキッド,クエスト,BTC-7D,1990/8/31,ETC,6500,だんじょんきっど,128K,0K,1,yes,,,
685,宇宙警備隊 SDF,HAL研究所,HAL-UI,1990/9/7,SHT,6900,うちゅうけいびたい SDF,128K,128K,5,no,,B,
686,SD戦国武将列伝 烈火のごとく天下を盗れ！,バンプレスト,BAP-X6,1990/9/8,SLG,6800,えすでぃーせんごくぶしょうれつでん,128K,128K,4,yes,,,
687,ワールドボクシング,ティーエスエス,TSS-W7,1990/9/8,SPT,5900,わーるどぼくしんぐ,128K,128K,1,no,,,
688,ドラえもん ギガゾンビの逆襲,エポック社,EPO-E5,1990/9/14,RPG,6800,どらえもん ぎがぞんびのぎゃくしゅう,256K,0K,1,yes,,,
689,リトルマジック,データイースト,DFC-LG,1990/9/14,SLG,6300,りとるまじっく,128K,128K,4,yes,,,
690,爆笑！スターものまね四天王,パックインビデオ,PAC-8M,1990/9/14,TAB,6200,ばくしょう！すたーものまねしてんのう,128K,0K,1,no,,,
691,維新の嵐,光栄,KOE-XK,1990/9/15,SLG,11800,いしんのあらし,256K,128K,5,yes,,,
692,インセクターX,タイトー,TFC-IS-5900,1990/9/21,ACT,5900,いんせくたーX,128K,128K,33,no,33,,
693,田村光昭 麻雀ゼミナール,ポニーキャニオン,R58V5931(PNF-ZR),1990/9/21,TAB,5800,たむらてるあき まーじゃんぜみなーる,128K,0K,1,yes,,,
694,ノースアンドサウス わくわく南北戦争,ケムコ,KSC-N5,1990/9/28,SLG,6200,のーすあんどさうす わくわくなんぼくせんそう,128K,128K,4,no,,,
695,マジックジョン,ジャレコ,JF-30,1990/9/28,ACT,5600,まじっくじょん,128K,128K,18,no,,,
696,ロックマン3 Dr．ワイリーの最期！？,カプコン,CAP-XU,1990/9/28,ACT,6500,ろっくまん3 Dr．わいりーのさいご！？,256K,128K,4,no,,,
697,探偵 神宮寺三郎 時の過ぎゆくままに・・・,データイースト,DFC-J4,1990/9/28,ADV,4900,たんてい じんぐうじさぶろう ときのすぎゆくままに・・・,128K,0K,2,no,,,
698,ガンナック,トンキンハウス,TKS-XG,1990/10/5,SHT,6000,がんなっく,128K,128K,4,no,,,
699,ダウンタウン熱血行進曲 それゆけ大運動会,テクノスジャパン,TJC-UH,1990/10/12,SPT,6200,だうんたうんねっけつこうしんきょく それゆけだいうんどうかい,128K,128K,4,no,,,
700,ブラッディウァリアーズ シャンゴーの逆襲,東映動画,TDF-94,1990/10/19,RPG,6200,ぶらっでぃうぁりあーず しゃんごーのぎゃくしゅう,256K,0K,1,yes,,,
701,まじゃべんちゃー 麻雀戦記,徳間書店,GTS-VZ,1990/10/19,TAB,5800,まじゃべんちゃー まーじゃんせんき,128K,128K,1,no,,,
702,悪魔城すぺしゃる ぼくドラキュラくん,コナミ,RC847,1990/10/19,ACT,5800,あくまじょうすぺしゃる ぼくどらきゅらくん,128K,128K,23,no,,,
703,シャッフルパックカフェ,ポニーキャニオン,R62V10002(PHF-XP),1990/10/21,SPT,6200,しゃっふるぱっくかふぇ,128K,0K,2,no,,,
704,おえかキッズ アンパンマンとおえかきしよう,バンダイ,?,1990/10/25,ETC,13800,おえかきっず あんぱんまんとおえかきしよう,128K,0K,96,no,,,要[おえか]
705,アストロファング,A-WAVE,WAV-E1-01,1990/10/26,RAC,6700,あすとろふぁんぐ,128K,128K,4,no,,,
706,なんてったって！！ベースボール,サンソフト,?,1990/10/26,SPT,5900,なんてったって！！べーすぼーる,128K,128K,68,yes,,,
707,水島新司の大甲子園,カプコン,STE-VC,1990/10/26,SLG,6500,みずしましんじのだいこうしえん,256K,0K,1,no,,,
708,ドラゴンボールZ 強襲！サイヤ人,バンダイ,?,1990/10/27,RPG,7800,どらごんぼーるZ きょうしゅう！さいやじん,256K,256K,16,yes,,,
709,パチ夫くん3 帰ってきたパチ夫くん,ココナッツジャパン,CDS-P3,1990/10/27,TAB,7980,ぱちおっとくん3 かえってきたぱちおっとくん,256K,128K,4,no,,,
710,クロスファイヤー,九娯貿易,KYG-C9,1990/11/2,ACT,6200,くろすふぁいやー,128K,128K,4,no,,B,
711,三國志Ⅱ,光栄,KOE-XL,1990/11/2,SLG,11800,さんごくしⅡ,256K,256K,5,yes,,,
712,京都財テク殺人事件 （山村美紗サスペンスシリーズ）,ヘクト,HCT-QZ/008,1990/11/2,ADV,8500,きょうとざいてくさつじんじけん （やまむらみささすぺんすしりーず）,128K,128K,4,yes,,,
713,ラストハルマゲドン,ユタカ,SHI-LT,1990/11/10,ADV,9800,らすとはるまげどん,512K,0K,4,yes,,,
714,サンリオカーニバル,キャラクターソフト,CTS-ZV,1990/11/22,PZL,3980,さんりおかーにばる,32K,32K,3,no,,,
715,ふしぎなブロビー－ブロバニアの危機－,ジャレコ,DCE-OV,1990/11/29,ACT,5900,ふしぎなぶろびー－ぶろばにあのきき－,128K,128K,1,no,,,
716,テクモボウル,テクモ,TCF-TW,1990/11/30,SPT,6900,てくもぼうる,128K,128K,1,no,12,,
717,パロディウスだ！,コナミ,RC849,1990/11/30,SHT,5800,ぱろでぃうすだ！,128K,128K,23,no,,,
718,迷宮の達人 大迷路,エポック社,EPO-E7,1990/11/30,ACT,5800,めいきゅうのたつじん だいめいろ,128K,128K,1,no,,,
719,ティーンエージ ミュータント ニンジャ タートルズ,コナミ,RC853,1990/12/7,ACT,7000,てぃーんえーじ みゅーたんと にんじゃ たーとるず,256K,256K,25,no,,,
720,ぎゅわんぶらあ自己中心派2,アスミック,ASM-2J,1990/12/7,TAB,6500,ぎゅわんぶらあじこちゅうしんは2,256K,0K,1,no,,,
721,タイムズオブロア ～失われたメダリオン,東宝,THF-U7,1990/12/7,RPG,5300,たいむずおぶろあ ～うしなわれためだりおん,128K,0K,2,no,,,
722,テクモワールドカップサッカー,テクモ,TCF-WC,1990/12/7,SPT,5800,てくもわーるどかっぷさっかー,64K,64K,4,no,,,
723,パジャマヒーロー NEMO,カプコン,CAP-EZ,1990/12/7,ACT,6200,ぱじゃまひーろー NEMO,128K,128K,4,no,,,
724,グレートボクシング RUSH UP（ラッシュアップ),ビスコ,VIS-5E,1990/12/7,SPT,6800,ぐれーとぼくしんぐ RUSH UP（らっしゅあっぷ),128K,128K,4,no,,,
725,西遊記ワールドⅡ 天上界の魔神,ジャレコ,JF-31,1990/12/7,ACT,5600,さいゆうきわーるどⅡ てんじょうかいのまじん,128K,128K,18,no,,,
726,千代の富士の大銀杏,フェイス,FAC-EJ,1990/12/7,ACT,5800,ちよのふじのおおいちょう,128K,128K,4,no,,,
727,ワギャンランド2,ナムコ,-,1990/12/8,ACT,5800,わぎゃんらんど2,256K,128K,19,no,,,
728,ファミコントップマネジメント,光栄,KOE-XQ,1990/12/12,SLG,9800,ふぁみこんとっぷまねじめんと,256K,0K,1,yes,,,
729,ベストプレープロ野球’90,アスキー,HSP-36,1990/12/13,SLG,6800,べすとぷれーぷろやきゅう’90,256K,0K,1,yes,,,
730,KLAX(クラックス),ハドソン,HFC-V6,1990/12/14,PZL,5800,くらっくす,64K,64K,4,no,,,
731,グレムリン2－新種誕生－,サンソフト,?,1990/12/14,ACT,6500,ぐれむりん2－しんしゅたんじょう－,128K,256K,69,no,,,
732,龍牙 忍者クルセイダーズ,サミー工業,SAC-N4,1990/12/14,ACT,5500,りゅうきば にんじゃくるせいだーず,128K,0K,4,no,,,
733,まじかるキッズどろぴー,ビック東海,VIC-VF,1990/12/14,ACT,6000,まじかるきっずどろぴー,128K,128K,4,no,,A,
734,メタルフレーム サイバスター,ジャレコ,DEC-OM,1990/12/14,ACT,5900,めたるふれーむ さいばすたー,128K,128K,1,no,,,
735,必殺仕事人 のさばる悪のある限り、仕事人の血が騒ぐ,バンプレスト,BAP-X7,1990/12/14,ADV,7600,ひっさつしごとにん のさばるあくのあるかぎり、しごとにんのちがさわぐ,256K,128K,4,yes,,,
736,暴れん坊天狗,メルダック,MDC-51,1990/12/14,ACT,6500,あばれんぼうてんぐ,128K,128K,4,no,,A,
737,ジャンピンキッド ジャックと豆の木ものがたり,アスミック,ASM-J9,1990/12/19,ACT,5800,じゃんぴんきっど じゃっくとまめのきものがたり,128K,128K,4,no,,,
738,パーマン,アイレム,IF-20,1990/12/19,ACT,5500,ぱーまん,128K,128K,32,no,20,,
739,バトルスタジアム 選抜プロ野球,アイジーエス,IGS-X8,1990/12/20,SPT,6800,ばとるすたじあむ せんばつぷろやきゅう,128K,128K,1,yes,,,
740,メカ生命体ゾイド 黙示録,トミー,TOM-ZF,1990/12/21,SLG,6700,めかせいめいたいぞいど もくしろく,128K,128K,4,no,,,
741,剣の達人 ソードマスター,アテナ,ATH-ZU,1990/12/21,ACT,5900,つるぎのたつじん そーどますたー,128K,128K,4,no,,B,
742,バーズテイル 知られざる物語,ポニーキャニオン,R68V5935(PNF-ET),1990/12/21,RPG,6800,ばーずている しられざるものがたり,256K,0K,1,yes,,,
743,ファミスタ’91,ナムコ,-,1990/12/21,SPT,4900,ふぁみすた’91,128K,128K,19,no,,,
744,大怪獣デブラス,データイースト,DFC-24,1990/12/21,SLG,6500,だいかいじゅうでぶらす,128K,256K,4,yes,,,
745,地獄極楽丸,パックインビデオ,PAC-92,1990/12/21,ACT,6200,じごくごくらくまる,128K,128K,4,no,,,
746,SDガンダム ガチャポン戦士3 英雄戦記,バンダイ,SHI-3G,1990/12/22,SLG,6800,えすでぃーがんだむがちゃぽんせんし3,128K,128K,4,yes,,,
747,ムサシの冒険,シグマ商事,SEI-IC,1990/12/22,ACT,6500,むさしのぼうけん,128K,128K,1,yes,,,
748,NEW ゴーストバスターズ2,HAL研究所,HAL-QD,1990/12/26,ACT,5900,ごーすとばすたーず2,128K,128K,1,no,,,
749,アドベンチャーズ オブ ロロⅡ,HAL研究所,HAL-QL,1990/12/26,PZL,5900,あどべんちゃーず おぶ ろろⅡ,128K,128K,1,no,,,
750,爆笑！愛の劇場,ココナッツジャパン,CDS-IA,1990/12/29,TAB,7300,ばくしょう！あいのげきじょう,128K,128K,4,no,,,
751,じゅうべえくえすと,ナムコ,-,1991/1/4,RPG,7800,じゅうべえくえすと,256K,256K,19,yes,,,
752,ワイワイワールド2 SOS！パセリ城,コナミ,RC850,1991/1/5,ACT,6500,わいわいわーるど2 SOS！ぱせりじょう,256K,128K,21,no,,,
753,ジャッキーチェン,ハドソン,HFC-V5,1991/1/25,ACT,5800,じゃっきーちぇん,128K,128K,4,no,,,
754,ドラドラドラ 幸運を呼ぶゲーム,ナツメ,NAT-3R,1991/1/25,TAB,5800,どらどらどら こううんをよぶげーむ,128K,128K,1,no,,,
755,夢ペンギン物語,コナミ,KDS-U8,1991/1/25,ACT,5800,ゆめぺんぎんものがたり,128K,128K,4,no,,,
756,ペーパーボーイ,アルトロン,ALT-7B,1991/1/30,ACT,5500,ぺーぱーぼーい,32K,32K,3,no,,,
757,ゴルフグランドスラム,ヘクト,HCT-7G/009,1991/1/31,SPT,9700,ごるふぐらんどすらむ,128K,128K,1,no,,,
758,ダークロード,データイースト,DFC-25,1991/2/8,RPG,6800,だーくろーど,256K,128K,4,no,,,
759,チャンピオンシップボーリング,アテナ,ATH-86,1991/2/8,SPT,4900,ちゃんぴおんしっぷぼーりんぐ,32K,32K,3,no,,,
760,赤川次郎の幽霊列車,キングレコード,KIN-YU(KIN-3),1991/2/8,ADV,6800,あかがわじろうのゆうれいれっしゃ,256K,0K,1,yes,,,
761,パラソルヘンべえ おとぎの国は大さわぎ！,エポック社,EPO-E6,1991/2/15,ACT,6500,ぱらそるへんべえ おとぎのくにはおおさわぎ！,128K,128K,4,no,,,
762,ファミコン将棋 竜王戦,アイマックス,IMX-1R,1991/2/15,TAB,6500,ふぁみこんしょうぎ りゅうおうせん,128K,128K,1,yes,,,
763,マックスウォーリアー～惑星戒厳令～,バップ,VAP-ZN(95071),1991/2/15,SHT,5800,まっくすうぉーりあー～わくせいかいげんれい～,128K,128K,4,no,,B,
764,ミニパット,A-WAVE,WAV-Q6-11,1991/2/15,SPT,6700,みにぱっと,128K,128K,1,no,,,
765,井出洋介名人の実践麻雀Ⅱ,カプコン,CAP-2Q,1991/2/22,TAB,8500,いでようすけめいじんのじっせんまーじゃんⅡ,256K,0K,1,no,,,対[麻雀]
766,双截龍Ⅲ The Rosetta Stone,テクノスジャパン,TJC-ZW,1991/2/22,ACT,6200,ふたきりゅうⅢ The Rosetta Stone,128K,128K,4,no,,,
767,虹のシルクロード ～ジグザグ冒険記～,ビクター音楽産業,VFR-L1-07,1991/2/22,RPG,7500,にじのしるくろーど ～じぐざぐぼうけんき～,256K,128K,4,yes,,,
768,グランドマスター,バリエ,VRE-IE,1991/2/26,ACT,6500,ぐらんどますたー,256K,128K,1,no,,,
769,なんてったってベースボール 子ガメカセットOBオールスター編,サンソフト,?,1991/2/28,SPT,2280,なんてったってべーすぼーる こがめかせっとOBおーるすたーへん,,,,no,,,
770,スーパーチャイニーズ3,カルチャーブレーン,CBF-3C,1991/3/1,RPG,6300,すーぱーちゃいにーず3,128K,128K,1,yes,,,
771,究極ハリキリスタジアムⅢ,タイトー,TFC-KHⅢ 6900,1991/3/1,SPT,6900,きゅうきょくはりきりすたじあむⅢ,128K,256K,82,yes,34,,
772,Advanced Dungeon&Dragons ヒーローオブランス,ポニーキャニオン,R59V5929(PNF-LQ),1991/3/8,RPG,6800,ひーろーおぶらんす,128K,128K,1,yes,,,
773,ナムコット麻雀Ⅲ マージャン天国,ナムコ,-,1991/3/8,TAB,4900,なむこっとまーじゃんⅢ まーじゃんてんごく,128K,128K,88,no,,,
774,ガンサイト,コナミ,KDS-8G,1991/3/15,SHT,6000,がんさいと,128K,128K,5,no,,,
775,ふしぎの海のナディア,東宝,THF-FD,1991/3/15,SLG,6500,ふしぎのうみのなでぃあ,128K,128K,4,yes,,,
776,大航海時代,光栄,?,1991/3/15,SLG,11800,だいこうかいじだい,512K,128K,5,yes,,,
777,Advanced Dungeon&Dragons ヒルズファー,ポニーキャニオン,R78V5936(PNF-OO),1991/3/21,RPG,7800,ひるずふぁー,256K,0K,1,yes,,,
778,いただきストリート 私のお店によってって,アスキー,HSP-35,1991/3/21,ETC,6800,いただきすとりーと わたしのおみせによってって,128K,128K,1,yes,,,
779,シャドウブレイン,ポニーキャニオン,R98V5934(PNF-??),1991/3/21,RPG,9800,しゃどうぶれいん,128K,256K,4,yes,,,
780,まじかる☆タルるートくん FANTASTIC WORLD(ファンタスティックワールド),バンダイ,?,1991/3/21,ACT,5800,まじかる☆たるるーとくん FANTASTIC WORLD(ふぁんたすてぃっくわーるど),128K,128K,16,yes,,,
781,爆笑！！人生劇場2,タイトー,TFC-BJ2-5900,1991/3/22,TAB,5900,ばくしょう！！じんせいげきじょう2,128K,256K,33,no,35,,
782,おえかキッズ アンパンマンのひらがなだいすき,バンダイ,?,1991/3/26,ETC,6800,おえかきっず あんぱんまんのひらがなだいすき,128K,0K,96,no,,,要[おえか]
783,けろけろけろっぴの大冒険,キャラクターソフト,CTS-ZI,1991/3/29,ACT,3980,けろけろけろっぴのだいぼうけん,32K,32K,3,no,,,
784,忍者じゃじゃ丸 銀河大作戦,ジャレコ,JF-32,1991/3/29,ACT,5800,にんじゃじゃじゃまる ぎんがだいさくせん,128K,128K,18,no,,,
785,北斗の拳4 七星覇拳伝 北斗神拳の彼方へ,東映動画,TDF-97,1991/3/29,RPG,6500,ほくとのけん4 しちせいはけんでん ほくとしんけんのかなたへ,256K,0K,1,yes,,,
786,ロボコップ2,データイースト,DFC-2C,1991/4/2,ACT,6500,ろぼこっぷ2,128K,128K,1,no,,,
787,ニューヨーク ニャンキーズ,アトラス,ATL-7A,1991/4/5,ACT,6200,にゅーよーく にゃんきーず,128K,128K,4,no,,,
788,おぼっちゃまくん,テクモ,TCF-3Q,1991/4/5,ETC,6500,おぼっちゃまくん,128K,128K,1,yes,14,,
789,天地を喰らうⅡ 諸葛孔明伝,カプコン,CAP-2V,1991/4/5,RPG,8500,てんちをくらうⅡ しょかつらこうめいでん,512K,0K,4,yes,,,
790,ゴルビーのパイプライン大作戦,徳間書店,GTS-4G,1991/4/12,PZL,4900,ごるびーのぱいぷらいんだいさくせん,32K,32K,3,no,,,
791,ツインイーグル,ビスコ,VIS-2E,1991/4/12,SHT,5800,ついんいーぐる,128K,0K,2,no,,B,
792,ファミリーブロック,アテナ,ATH-4H,1991/4/21,ACT,5500,ふぁみりーぶろっく,128K,32K,66,no,,,
793,麻雀倶楽部永田町－総裁戦－,ヘクト,HCT-N7/010,1991/4/25,TAB,9700,まーじゃんくらぶながたちょう－そうさいせん－,512K,0K,4,no,,,
794,ガンデック （GUN－DEC）,サミー工業,SAC-9G,1991/4/26,ACT,6000,がんでっく （GUN－DEC）,128K,128K,4,no,,B,
795,オーバーホライゾン,ホットビィ,GAM-Z6(09),1991/4/26,SHT,6800,おーばーほらいぞん,128K,128K,4,no,,A,
796,タイトーバスケットボール,タイトー,OTF-UJ,1991/4/26,SPT,5900,たいとーばすけっとぼーる,128K,128K,4,no,36,,
797,マジックダーツ,セタ,KKS-4R,1991/4/26,TAB,7700,まじっくだーつ,128K,128K,1,no,,,
798,ラグランジュポイント,コナミ,RC851,1991/4/26,RPG,8500,らぐらんじゅぽいんと,512K,0K,85,yes,,,
799,高橋名人の冒険島Ⅱ,ハドソン,HFC-V7,1991/4/26,ACT,5800,たかはしめいじんのぼうけんじまⅡ,128K,128K,4,no,,,
800,紫禁城,東映動画,TDF-98,1991/4/26,PZL,5300,しきんじょう,128K,0K,1,no,,,
801,ココロン,タケル,TKR-8C,1991/5/3,ACT,6500,こころん,256K,0K,1,yes,,,
802,パラメデスⅡ,ホットビィ,GAM-Z5-08,1991/5/17,PZL,5500,ぱらめですⅡ,32K,32K,1,no,,,
803,ファジカルファイター,シグマ商事,SEI-1E,1991/5/17,SHT,6200,ふぁじかるふぁいたー,128K,128K,4,no,,,
